panchayat_id,panchayat_name,block_name,date,forecast_issue_date,lead_days,block_forecast_rainfall_mm,actual_rainfall_mm
1460,Supale Digar,Kalwan,2026-02-09,2026-02-09,0,15.0,1.5
1461,Tatani,Kalwan,2026-02-09,2026-02-09,0,15.0,1.5
1462,Tirhal (Kh),Kalwan,2026-02-09,2026-02-09,0,15.0,1.5
1463,Vadale (Ha),Kalwan,2026-02-09,2026-02-09,0,15.0,1.5
1464,Vadalevani,Kalwan,2026-02-09,2026-02-09,0,15.0,1.5
1465,Verule,Kalwan,2026-02-09,2026-02-09,0,15.0,1.5
1466,Virshet,Kalwan,2026-02-09,2026-02-09,0,15.0,1.5
1467,Visapur,Kalwan,2026-02-09,2026-02-09,0,15.0,1.5
1468,Wadi (Bk),Kalwan,2026-02-09,2026-02-09,0,15.0,1.5
1469,Aghar (Bk),Malegaon,2026-02-09,2026-02-09,0,8.0,0.4
1470,Aghar (Kd),Malegaon,2026-02-09,2026-02-09,0,8.0,0.4
1471,Ajande,Malegaon,2026-02-09,2026-02-09,0,8.0,0.4
1472,Ajang,Malegaon,2026-02-09,2026-02-09,0,8.0,0.4
1473,Astane,Malegaon,2026-02-09,2026-02-09,0,8.0,0.4
1474,Belgaon,Malegaon,2026-02-09,2026-02-09,0,8.0,0.4
1475,Bhardenagar,Malegaon,2026-02-09,2026-02-09,0,8.0,0.4
1476,Bhilkot,Malegaon,2026-01-09,2026-01-09,0,6.0,1.2
1477,Chandanpuri,Malegaon,2026-01-09,2026-01-09,0,6.0,1.2
1478,Chaukatpade,Malegaon,2026-01-09,2026-01-09,0,6.0,1.2
1479,Chikhalohol,Malegaon,2026-01-09,2026-01-09,0,6.0,1.2
1480,Chinchagavan,Malegaon,2026-01-09,2026-01-09,0,6.0,1.2
1481,Chinchawad,Malegaon,2026-01-09,2026-01-09,0,6.0,1.2
1482,Chinchwe (Ga),Malegaon,2026-01-09,2026-01-09,0,6.0,1.2
1483,Chondhi,Malegaon,2026-01-09,2026-01-09,0,6.0,1.2
1484,Dabali,Malegaon,2026-01-09,2026-01-09,0,6.0,1.2
1485,Dabhadi,Malegaon,2026-01-09,2026-01-09,0,6.0,1.2
1486,Dahidi,Malegaon,2026-01-09,2026-01-09,0,6.0,1.2
1487,Dahiwal,Malegaon,2026-01-09,2026-01-09,0,6.0,1.2
1488,Dapure,Malegaon,2026-01-09,2026-01-09,0,6.0,1.2
1489,Dasane,Malegaon,2026-01-09,2026-01-09,0,6.0,1.2
1490,Deoghat,Malegaon,2026-01-09,2026-01-09,0,6.0,1.2
1491,Devarpade,Malegaon,2026-01-09,2026-01-09,0,6.0,1.2
1492,Dhavaleshwar,Malegaon,2026-01-09,2026-01-09,0,6.0,1.2
1493,Dongrale,Malegaon,2026-01-09,2026-01-09,0,6.0,1.2
1494,Dundhe,Malegaon,2026-01-09,2026-01-09,0,6.0,1.2
1495,Erandgaon,Malegaon,2026-01-09,2026-01-09,0,6.0,1.2
1496,Galne,Malegaon,2026-01-09,2026-01-09,0,6.0,1.2
1497,Garbad,Malegaon,2026-01-09,2026-01-09,0,6.0,1.2
1498,Garegaon,Malegaon,2026-01-09,2026-01-09,0,6.0,1.2
1499,Ghanegaon,Malegaon,2026-01-09,2026-01-09,0,6.0,1.2
1500,Gilane,Malegaon,2026-01-09,2026-01-09,0,6.0,1.2
1501,Ghodegaon,Malegaon,2026-04-09,2026-04-09,0,15.0,2.5
1502,Gigaon,Malegaon,2026-04-09,2026-04-09,0,15.0,2.5
1503,Gilane,Malegaon,2026-04-09,2026-04-09,0,15.0,2.5
1504,Gugulwad,Malegaon,2026-04-09,2026-04-09,0,15.0,2.5
1505,Hatane,Malegaon,2026-04-09,2026-04-09,0,15.0,2.5
1506,Hiswal,Malegaon,2026-04-09,2026-04-09,0,15.0,2.5
1507,Jalgaon (Ga),Malegaon,2026-04-09,2026-04-09,0,15.0,2.5
1508,Jalgaon (Ni),Malegaon,2026-04-09,2026-04-09,0,15.0,2.5
1509,Jalku,Malegaon,2026-04-09,2026-04-09,0,15.0,2.5
1510,Jatpade,Malegaon,2026-04-09,2026-04-09,0,15.0,2.5
1511,Jeur,Malegaon,2026-04-09,2026-04-09,0,15.0,2.5
1512,Jwardi (Bk),Malegaon,2026-04-09,2026-04-09,0,15.0,2.5
1513,Kajwade,Malegaon,2026-04-09,2026-04-09,0,15.0,2.5
1514,Kalwadi,Malegaon,2026-04-09,2026-04-09,0,15.0,2.5
1515,Kandhane,Malegaon,2026-04-09,2026-04-09,0,15.0,2.5
1516,Kankrale,Malegaon,2026-04-09,2026-04-09,0,15.0,2.5
1517,Karanj Gavhan,Malegaon,2026-04-09,2026-04-09,0,15.0,2.5
1518,Kashti,Malegaon,2026-04-09,2026-04-09,0,15.0,2.5
1519,Kaulane (Ga),Malegaon,2026-04-09,2026-04-09,0,15.0,2.5
1520,Kaulane (Ni),Malegaon,2026-04-09,2026-04-09,0,15.0,2.5
1521,Khadaki,Malegaon,2026-04-09,2026-04-09,0,15.0,2.5
1522,Khakurdi,Malegaon,2026-04-09,2026-04-09,0,15.0,2.5
1523,Khalane,Malegaon,2026-04-09,2026-04-09,0,15.0,2.5
1524,Khayade,Malegaon,2026-04-09,2026-04-09,0,15.0,2.5
1525,Kothare (Bk),Malegaon,2026-04-09,2026-04-09,0,15.0,2.5
1526,Kukane,Malegaon,2026-03-09,2026-03-09,0,10.0,5.8
1527,Lakhani,Malegaon,2026-03-09,2026-03-09,0,10.0,5.8
1528,Lendane,Malegaon,2026-03-09,2026-03-09,0,10.0,5.8
1529,Lonwade,Malegaon,2026-03-09,2026-03-09,0,10.0,5.8
1530,Lulle,Malegaon,2026-03-09,2026-03-09,0,10.0,5.8
1531,Malgaon,Malegaon,2026-03-09,2026-03-09,0,10.0,5.8
1532,Malhangaon,Malegaon,2026-03-09,2026-03-09,0,10.0,5.8
1533,Manjre,Malegaon,2026-03-09,2026-03-09,0,10.0,5.8
1534,Manke,Malegaon,2026-03-09,2026-03-09,0,10.0,5.8
1535,Mathurpada,Malegaon,2026-03-09,2026-03-09,0,10.0,5.8
1536,Mehune,Malegaon,2026-03-09,2026-03-09,0,10.0,5.8
1537,Mohpada,Malegaon,2026-03-09,2026-03-09,0,10.0,5.8
1538,Mungse,Malegaon,2026-03-09,2026-03-09,0,10.0,5.8
1539,Nagaon (Di),Malegaon,2026-03-09,2026-03-09,0,10.0,5.8
1540,Nagzari,Malegaon,2026-03-09,2026-03-09,0,10.0,5.8
1541,Nale,Malegaon,2026-03-09,2026-03-09,0,10.0,5.8
1542,Nandgaon (Bk),Malegaon,2026-03-09,2026-03-09,0,10.0,5.8
1543,Nardane,Malegaon,2026-03-09,2026-03-09,0,10.0,5.8
1544,Nilgawhan,Malegaon,2026-03-09,2026-03-09,0,10.0,5.8
1545,Nimbayati,Malegaon,2026-03-09,2026-03-09,0,10.0,5.8
1546,Nimgaon,Malegaon,2026-03-09,2026-03-09,0,10.0,5.8
1547,Nimgaon (Kh),Malegaon,2026-03-09,2026-03-09,0,10.0,5.8
1548,Nimgile,Malegaon,2026-03-09,2026-03-09,0,10.0,5.8
1549,Nimshewadi,Malegaon,2026-03-09,2026-03-09,0,10.0,5.8
1550,Padalde,Malegaon,2026-03-09,2026-03-09,0,10.0,5.8
1551,Palasdare,Malegaon,2026-02-09,2026-02-09,0,20.0,12.4
1552,Pandhrun,Malegaon,2026-02-09,2026-02-09,0,20.0,12.4
1553,Patane,Malegaon,2026-02-09,2026-02-09,0,20.0,12.4
1554,Patharde,Malegaon,2026-02-09,2026-02-09,0,20.0,12.4
1555,Pimpalgaon,Malegaon,2026-02-09,2026-02-09,0,20.0,12.4
1556,Pohane,Malegaon,2026-02-09,2026-02-09,0,20.0,12.4
1557,Rajmane,Malegaon,2026-02-09,2026-02-09,0,20.0,12.4
1558,Ravalgaon,Malegaon,2026-02-09,2026-02-09,0,20.0,12.4
1559,Ronzane,Malegaon,2026-02-09,2026-02-09,0,20.0,12.4
1560,Ronze,Malegaon,2026-02-09,2026-02-09,0,20.0,12.4
1561,Sajwal,Malegaon,2026-02-09,2026-02-09,0,20.0,12.4
1562,Sakur,Malegaon,2026-02-09,2026-02-09,0,20.0,12.4
1563,Sakuri (Ni),Malegaon,2026-02-09,2026-02-09,0,20.0,12.4
1564,Satmanne,Malegaon,2026-02-09,2026-02-09,0,20.0,12.4
1565,Saundane,Malegaon,2026-02-09,2026-02-09,0,20.0,12.4
1566,Savatawadi,Malegaon,2026-02-09,2026-02-09,0,20.0,12.4
1567,Savkarwadi,Malegaon,2026-02-09,2026-02-09,0,20.0,12.4
1568,Sawandgaon,Malegaon,2026-02-09,2026-02-09,0,20.0,12.4
1569,Sayne (Kd),Malegaon,2026-02-09,2026-02-09,0,20.0,12.4
1570,Shendurni,Malegaon,2026-02-09,2026-02-09,0,20.0,12.4
1571,Sherul,Malegaon,2026-02-09,2026-02-09,0,20.0,12.4
1572,Shirsondi,Malegaon,2026-02-09,2026-02-09,0,20.0,12.4
1573,Sitane,Malegaon,2026-02-09,2026-02-09,0,20.0,12.4
1574,Sonaj,Malegaon,2026-02-09,2026-02-09,0,20.0,12.4
1575,Takali,Malegaon,2026-02-09,2026-02-09,0,20.0,12.4
1576,Talwade,Malegaon,2026-01-09,2026-01-09,0,5.0,1.2
1577,Tehare,Malegaon,2026-01-09,2026-01-09,0,5.0,1.2
1578,Tingri,Malegaon,2026-01-09,2026-01-09,0,5.0,1.2
1579,Tokade,Malegaon,2026-01-09,2026-01-09,0,5.0,1.2
1580,Umbarde,Malegaon,2026-01-09,2026-01-09,0,5.0,1.2
1581,Vadel,Malegaon,2026-01-09,2026-01-09,0,5.0,1.2
1582,Vadgaon,Malegaon,2026-01-09,2026-01-09,0,5.0,1.2
1583,Vadner,Malegaon,2026-01-09,2026-01-09,0,5.0,1.2
1584,Vajirkhede,Malegaon,2026-01-09,2026-01-09,0,5.0,1.2
1585,Valwade,Malegaon,2026-01-09,2026-01-09,0,5.0,1.2
1586,Valwadi,Malegaon,2026-01-09,2026-01-09,0,5.0,1.2
1587,Vanpat,Malegaon,2026-01-09,2026-01-09,0,5.0,1.2
1588,Varahane,Malegaon,2026-01-09,2026-01-09,0,5.0,1.2
1589,Virane,Malegaon,2026-01-09,2026-01-09,0,5.0,1.2
1590,Wake,Malegaon,2026-01-09,2026-01-09,0,5.0,1.2
1591,Yesgaon (Bk),Malegaon,2026-01-09,2026-01-09,0,5.0,1.2
1592,Yesgaon (Kd),Malegaon,2026-01-09,2026-01-09,0,5.0,1.2
1593,Zadi,Malegaon,2026-01-09,2026-01-09,0,5.0,1.2
1594,Zodage,Malegaon,2026-01-09,2026-01-09,0,5.0,1.2
1595,Amode,Nandgaon,2026-01-09,2026-01-09,0,5.0,1.2
1596,Anakwade,Nandgaon,2026-01-09,2026-01-09,0,5.0,1.2
1597,Astgaon,Nandgaon,2026-01-09,2026-01-09,0,5.0,1.2
1598,Babhulwadi,Nandgaon,2026-01-09,2026-01-09,0,5.0,1.2
1599,Bangaon Bk.,Nandgaon,2026-01-09,2026-01-09,0,5.0,1.2
1600,Bangaon Kh.,Nandgaon,2026-01-09,2026-01-09,0,5.0,1.2
1601,Bejgaon,Nandgaon,2026-04-09,2026-04-09,0,15.0,2.5
1602,Bhalur,Nandgaon,2026-04-09,2026-04-09,0,15.0,2.5
1603,Bhardi,Nandgaon,2026-04-09,2026-04-09,0,15.0,2.5
1604,Bhauri,Nandgaon,2026-04-09,2026-04-09,0,15.0,2.5
1605,Birole,Nandgaon,2026-04-09,2026-04-09,0,15.0,2.5
1606,Bolthan,Nandgaon,2026-04-09,2026-04-09,0,15.0,2.5
1607,Borale,Nandgaon,2026-04-09,2026-04-09,0,15.0,2.5
1608,Boygaon,Nandgaon,2026-04-09,2026-04-09,0,15.0,2.5
1609,Chandore,Nandgaon,2026-04-09,2026-04-09,0,15.0,2.5
1610,Chinchvihir,Nandgaon,2026-04-09,2026-04-09,0,15.0,2.5
1611,Dahegaon,Nandgaon,2026-04-09,2026-04-09,0,15.0,2.5
1612,Darhel,Nandgaon,2026-04-09,2026-04-09,0,15.0,2.5
1613,Dhaner,Nandgaon,2026-04-09,2026-04-09,0,15.0,2.5
1614,Dheku Kd.,Nandgaon,2026-04-09,2026-04-09,0,15.0,2.5
1615,Dhotane Bk.,Nandgaon,2026-04-09,2026-04-09,0,15.0,2.5
1616,Dhotane Kh.,Nandgaon,2026-04-09,2026-04-09,0,15.0,2.5
1617,Ekawai,Nandgaon,2026-04-09,2026-04-09,0,15.0,2.5
1618,Fulenagar,Nandgaon,2026-04-09,2026-04-09,0,15.0,2.5
1619,Gangadhari,Nandgaon,2026-04-09,2026-04-09,0,15.0,2.5
1620,Girnanagar,Nandgaon,2026-04-09,2026-04-09,0,15.0,2.5
1621,Gondegaon,Nandgaon,2026-04-09,2026-04-09,0,15.0,2.5
1622,Higane Dehare,Nandgaon,2026-04-09,2026-04-09,0,15.0,2.5
1623,Hinganwadi,Nandgaon,2026-04-09,2026-04-09,0,15.0,2.5
1624,Hirenagar,Nandgaon,2026-04-09,2026-04-09,0,15.0,2.5
1625,Hiswal Bk.,Nandgaon,2026-04-09,2026-04-09,0,15.0,2.5
1626,Hiswal Kh.,Nandgaon,2026-03-09,2026-03-09,0,10.0,2.8
1627,Jalgaon Bk.,Nandgaon,2026-03-09,2026-03-09,0,10.0,2.8
1628,Jalgaon Kh.,Nandgaon,2026-03-09,2026-03-09,0,10.0,2.8
1629,Jamdhri,Nandgaon,2026-03-09,2026-03-09,0,10.0,2.8
1630,Jategaon,Nandgaon,2026-03-09,2026-03-09,0,10.0,2.8
1631,Jawalki,Nandgaon,2026-03-09,2026-03-09,0,10.0,2.8
1632,Kalamdari,Nandgaon,2026-03-09,2026-03-09,0,10.0,2.8
1633,Karhi,Nandgaon,2026-03-09,2026-03-09,0,10.0,2.8
1634,Kasabkheda,Nandgaon,2026-03-09,2026-03-09,0,10.0,2.8
1635,Kasari,Nandgaon,2026-03-09,2026-03-09,0,10.0,2.8
1636,Khadgaon,Nandgaon,2026-03-09,2026-03-09,0,10.0,2.8
1637,Khirdi Patode,Nandgaon,2026-03-09,2026-03-09,0,10.0,2.8
1638,Kondhar,Nandgaon,2026-03-09,2026-03-09,0,10.0,2.8
1639,Krantinagar,Nandgaon,2026-03-09,2026-03-09,0,10.0,2.8
1640,Kusumtel,Nandgaon,2026-03-09,2026-03-09,0,10.0,2.8
1641,Laxminagar,Nandgaon,2026-03-09,2026-03-09,0,10.0,2.8
1642,Lodhare,Nandgaon,2026-03-09,2026-03-09,0,10.0,2.8
1643,Lohshingve,Nandgaon,2026-03-09,2026-03-09,0,10.0,2.8
1644,Malegaon (K),Nandgaon,2026-03-09,2026-03-09,0,10.0,2.8
1645,Malgaon,Nandgaon,2026-03-09,2026-03-09,0,10.0,2.8
1646,Malharwadi,Nandgaon,2026-03-09,2026-03-09,0,10.0,2.8
1647,Mandwad,Nandgaon,2026-03-09,2026-03-09,0,10.0,2.8
1648,Manglane,Nandgaon,2026-03-09,2026-03-09,0,10.0,2.8
1649,Manikpunj,Nandgaon,2026-03-09,2026-03-09,0,10.0,2.8
1650,Mohegaon,Nandgaon,2026-03-09,2026-03-09,0,10.0,2.8
1651,Morzar,Nandgaon,2026-02-09,2026-02-09,0,20.0,12.4
1652,Muldongri,Nandgaon,2026-02-09,2026-02-09,0,20.0,12.4
1653,Nagapur,Nandgaon,2026-02-09,2026-02-09,0,20.0,12.4
1654,Nandur,Nandgaon,2026-02-09,2026-02-09,0,20.0,12.4
1655,Navsari,Nandgaon,2026-02-09,2026-02-09,0,20.0,12.4
1656,Naydongri,Nandgaon,2026-02-09,2026-02-09,0,20.0,12.4
1657,New Panzan,Nandgaon,2026-02-09,2026-02-09,0,20.0,12.4
1658,Palashi,Nandgaon,2026-02-09,2026-02-09,0,20.0,12.4
1659,Panewadi,Nandgaon,2026-02-09,2026-02-09,0,20.0,12.4
1660,Panzandev,Nandgaon,2026-02-09,2026-02-09,0,20.0,12.4
1661,Pardhadi,Nandgaon,2026-02-09,2026-02-09,0,20.0,12.4
1662,Pimparkhed,Nandgaon,2026-02-09,2026-02-09,0,20.0,12.4
1663,Pimprale,Nandgaon,2026-02-09,2026-02-09,0,20.0,12.4
1664,Pimprihaveli,Nandgaon,2026-02-09,2026-02-09,0,20.0,12.4
1665,Pokhari Patode,Nandgaon,2026-02-09,2026-02-09,0,20.0,12.4
1666,Rankheda,Nandgaon,2026-02-09,2026-02-09,0,20.0,12.4
1667,Rohile (Bk),Nandgaon,2026-02-09,2026-02-09,0,20.0,12.4
1668,Sakora,Nandgaon,2026-02-09,2026-02-09,0,20.0,12.4
1669,Satane,Nandgaon,2026-02-09,2026-02-09,0,20.0,12.4
1670,Sawargaon,Nandgaon,2026-02-09,2026-02-09,0,20.0,12.4
1671,Shashrinagar,Nandgaon,2026-02-09,2026-02-09,0,20.0,12.4
1672,Shriramnagar,Nandgaon,2026-02-09,2026-02-09,0,20.0,12.4
1673,Soyegaon,Nandgaon,2026-02-09,2026-02-09,0,20.0,12.4
1674,Takali Bk.,Nandgaon,2026-02-09,2026-02-09,0,20.0,12.4
1675,Takali Kh.,Nandgaon,2026-02-09,2026-02-09,0,20.0,12.4
1676,Talwade,Nandgaon,2026-01-09,2026-01-09,0,5.0,1.2
1677,Tandulwadi,Nandgaon,2026-01-09,2026-01-09,0,5.0,1.2
1678,Vahelgaon,Nandgaon,2026-01-09,2026-01-09,0,5.0,1.2
1679,Vanjarwadi,Nandgaon,2026-01-09,2026-01-09,0,5.0,1.2
1680,Wadali Bk.,Nandgaon,2026-01-09,2026-01-09,0,5.0,1.2
1681,Wadali Kh.,Nandgaon,2026-01-09,2026-01-09,0,5.0,1.2
1682,Wakhari,Nandgaon,2026-01-09,2026-01-09,0,5.0,1.2
1683,Ambebahula,Nashik,2026-01-09,2026-01-09,0,5.0,3.5
1684,Belatgavhan,Nashik,2026-01-09,2026-01-09,0,5.0,3.5
1685,Belgaon Dhaga,Nashik,2026-01-09,2026-01-09,0,5.0,3.5
1686,Chandgiri,Nashik,2026-01-09,2026-01-09,0,5.0,3.5
1687,Chandshi,Nashik,2026-01-09,2026-01-09,0,5.0,3.5
1688,Dahegaon,Nashik,2026-01-09,2026-01-09,0,5.0,3.5
1689,Dari,Nashik,2026-01-09,2026-01-09,0,5.0,3.5
1690,Devargaon,Nashik,2026-01-09,2026-01-09,0,5.0,3.5
1691,Dhondegaon,Nashik,2026-01-09,2026-01-09,0,5.0,3.5
1692,Donwade,Nashik,2026-01-09,2026-01-09,0,5.0,3.5
1693,Dudgaon,Nashik,2026-01-09,2026-01-09,0,5.0,3.5
1694,Dugaon,Nashik,2026-01-09,2026-01-09,0,5.0,3.5
1695,Eklahare,Nashik,2026-01-09,2026-01-09,0,5.0,3.5
1696,Ganeshgaon N.,Nashik,2026-01-09,2026-01-09,0,5.0,3.5
1697,Ganeshgaon T.,Nashik,2026-01-09,2026-01-09,0,5.0,3.5
1698,Gangamhalungi,Nashik,2026-01-09,2026-01-09,0,5.0,3.5
1699,Gangavarhe,Nashik,2026-01-09,2026-01-09,0,5.0,3.5
1700,Gaulane,Nashik,2026-01-09,2026-01-09,0,5.0,3.5
1701,Girnare,Nashik,2026-04-09,2026-04-09,0,10.0,4.0
1702,Govardhan,Nashik,2026-04-09,2026-04-09,0,10.0,4.0
1703,Hinganwedhe,Nashik,2026-04-09,2026-04-09,0,10.0,4.0
1704,Indira Nagar,Nashik,2026-04-09,2026-04-09,0,10.0,4.0
1705,Jakhori,Nashik,2026-04-09,2026-04-09,0,10.0,4.0
1706,Jalalpur,Nashik,2026-04-09,2026-04-09,0,10.0,4.0
1707,Jategaon,Nashik,2026-04-09,2026-04-09,0,10.0,4.0
1708,Kalavi,Nashik,2026-04-09,2026-04-09,0,10.0,4.0
1709,Kotamgaon,Nashik,2026-04-09,2026-04-09,0,10.0,4.0
1710,Ladchi,Nashik,2026-04-09,2026-04-09,0,10.0,4.0
1711,Lahvit,Nashik,2026-04-09,2026-04-09,0,10.0,4.0
1712,Lakhalgaon,Nashik,2026-04-09,2026-04-09,0,10.0,4.0
1713,Lohshingve,Nashik,2026-04-09,2026-04-09,0,10.0,4.0
1714,Madsangvi,Nashik,2026-04-09,2026-04-09,0,10.0,4.0
1715,Mahadeopur,Nashik,2026-04-09,2026-04-09,0,10.0,4.0
1716,Mahirawani,Nashik,2026-04-09,2026-04-09,0,10.0,4.0
1717,Matori,Nashik,2026-04-09,2026-04-09,0,10.0,4.0
1718,Mohagaon,Nashik,2026-04-09,2026-04-09,0,10.0,4.0
1719,Mungsara,Nashik,2026-04-09,2026-04-09,0,10.0,4.0
1720,Nagalwadi,Nashik,2026-04-09,2026-04-09,0,10.0,4.0
1721,Naikwadi,Nashik,2026-04-09,2026-04-09,0,10.0,4.0
1722,Nanegaon,Nashik,2026-04-09,2026-04-09,0,10.0,4.0
1723,Odha,Nashik,2026-04-09,2026-04-09,0,10.0,4.0
1724,Ozerkhede,Nashik,2026-04-09,2026-04-09,0,10.0,4.0
1725,Palse,Nashik,2026-04-09,2026-04-09,0,10.0,4.0
1726,Pimpalgaon,Nashik,2026-03-09,2026-03-09,0,5.0,2.8
1727,Pimplad N.,Nashik,2026-03-09,2026-03-09,0,5.0,2.8
1728,Pimpri Sayyad,Nashik,2026-03-09,2026-03-09,0,5.0,2.8
1729,Rahuri,Nashik,2026-03-09,2026-03-09,0,5.0,2.8
1730,Raigadnagar,Nashik,2026-03-09,2026-03-09,0,5.0,2.8
1731,Rajewadi,Nashik,2026-03-09,2026-03-09,0,5.0,2.8
1732,Rajur Bahula,Nashik,2026-03-09,2026-03-09,0,5.0,2.8
1733,Sadgaon,Nashik,2026-03-09,2026-03-09,0,5.0,2.8
1734,Samangaon,Nashik,2026-03-09,2026-03-09,0,5.0,2.8
1735,Sansari,Nashik,2026-03-09,2026-03-09,0,5.0,2.8
1736,Sarul,Nashik,2026-03-09,2026-03-09,0,5.0,2.8
1737,Shewge Darna,Nashik,2026-03-09,2026-03-09,0,5.0,2.8
1738,Shilapur,Nashik,2026-03-09,2026-03-09,0,5.0,2.8
1739,Shinde,Nashik,2026-03-09,2026-03-09,0,5.0,2.8
1740,Shivagaon,Nashik,2026-03-09,2026-03-09,0,5.0,2.8
1741,Subhashnagar,Nashik,2026-03-09,2026-03-09,0,5.0,2.8
1742,Talegaon Anjaneri,Nashik,2026-03-09,2026-03-09,0,5.0,2.8
1743,Tridshet,Nashik,2026-03-09,2026-03-09,0,5.0,2.8
1744,Vadgaon,Nashik,2026-03-09,2026-03-09,0,5.0,2.8
1745,Vanjarwadi,Nashik,2026-03-09,2026-03-09,0,5.0,2.8
1746,Vilholi,Nashik,2026-03-09,2026-03-09,0,5.0,2.8
1747,Ahergaon,Niphad,2026-03-09,2026-03-09,0,5.0,2.8
1748,Antwerli,Niphad,2026-03-09,2026-03-09,0,5.0,2.8
1749,Aurangpur,Niphad,2026-03-09,2026-03-09,0,5.0,2.8
1750,Berwadi (Ramnagar),Niphad,2026-03-09,2026-03-09,0,5.0,2.8
1751,Bharvas,Niphad,2026-02-09,2026-02-09,0,15.0,15.0
1752,Bhed,Niphad,2026-02-09,2026-02-09,0,15.0,15.0
1753,Bhendali,Niphad,2026-02-09,2026-02-09,0,15.0,15.0
1754,Bhuse,Niphad,2026-02-09,2026-02-09,0,15.0,15.0
1755,Bokadadare,Niphad,2026-02-09,2026-02-09,0,15.0,15.0
1756,Bramhangaon (Vanas),Niphad,2026-02-09,2026-02-09,0,15.0,15.0
1757,Bramhangaon Vinchor,Niphad,2026-02-09,2026-02-09,0,15.0,15.0
1758,Chandori,Niphad,2026-02-09,2026-02-09,0,15.0,15.0
1759,Chappadgaon,Niphad,2026-02-09,2026-02-09,0,15.0,15.0
1760,Chatori,Niphad,2026-02-09,2026-02-09,0,15.0,15.0
1761,Chitegaon,Niphad,2026-02-09,2026-02-09,0,15.0,15.0
1762,Darana Sangvi,Niphad,2026-02-09,2026-02-09,0,15.0,15.0
1763,Datyan,Niphad,2026-02-09,2026-02-09,0,15.0,15.0
1764,Dawachwadi,Niphad,2026-02-09,2026-02-09,0,15.0,15.0
1765,Deogaon,Niphad,2026-02-09,2026-02-09,0,15.0,15.0
1766,Deopur,Niphad,2026-02-09,2026-02-09,0,15.0,15.0
1767,Dharangaon Khadak,Niphad,2026-02-09,2026-02-09,0,15.0,15.0
1768,Dharangaon Veer,Niphad,2026-02-09,2026-02-09,0,15.0,15.0
1769,Dindori,Niphad,2026-02-09,2026-02-09,0,15.0,15.0
1770,DIXI,Niphad,2026-02-09,2026-02-09,0,15.0,15.0
1771,Dongargaon,Niphad,2026-02-09,2026-02-09,0,15.0,15.0
1772,Gajarwadi,Niphad,2026-02-09,2026-02-09,0,15.0,15.0
1773,Godegaon,Niphad,2026-02-09,2026-02-09,0,15.0,15.0
1774,Gondegaon,Niphad,2026-02-09,2026-02-09,0,15.0,15.0
1775,Gorthan,Niphad,2026-02-09,2026-02-09,0,15.0,15.0
1776,Grampanchayat Varhedarana,Niphad,2026-01-09,2026-01-09,0,10.0,7.5
1777,Hanumannagar,Niphad,2026-01-09,2026-01-09,0,10.0,7.5
1778,Jalgaon,Niphad,2026-01-09,2026-01-09,0,10.0,7.5
1779,Jiwahle,Niphad,2026-01-09,2026-01-09,0,10.0,7.5
1780,Kanlad,Niphad,2026-01-09,2026-01-09,0,10.0,7.5
1781,Karanjgaon,Niphad,2026-01-09,2026-01-09,0,10.0,7.5
1782,Karanj Kd.,Niphad,2026-01-09,2026-01-09,0,10.0,7.5
1783,Karsul,Niphad,2026-01-09,2026-01-09,0,10.0,7.5
1784,Kathargaon,Niphad,2026-01-09,2026-01-09,0,10.0,7.5
1785,Khadakmalegaon,Niphad,2026-01-09,2026-01-09,0,10.0,7.5
1786,Khangaon Tadi,Niphad,2026-01-09,2026-01-09,0,10.0,7.5
1787,Khede,Niphad,2026-01-09,2026-01-09,0,10.0,7.5
1788,Khedle Zunge,Niphad,2026-01-09,2026-01-09,0,10.0,7.5
1789,Kherwadi (Narayangaon),Niphad,2026-01-09,2026-01-09,0,10.0,7.5
1790,Kokangaon,Niphad,2026-01-09,2026-01-09,0,10.0,7.5
1791,Kolgaon,Niphad,2026-01-09,2026-01-09,0,10.0,7.5
1792,Kolwadi (Shriramnagar),Niphad,2026-01-09,2026-01-09,0,10.0,7.5
1793,Kotamgaon,Niphad,2026-01-09,2026-01-09,0,10.0,7.5
1794,Kothure,Niphad,2026-01-09,2026-01-09,0,10.0,7.5
1795,K.Sukane,Niphad,2026-01-09,2026-01-09,0,10.0,7.5
1796,Kumbhari,Niphad,2026-01-09,2026-01-09,0,10.0,7.5
1797,Kundewadi,Niphad,2026-01-09,2026-01-09,0,10.0,7.5
1798,Kundewadi,Niphad,2026-01-09,2026-01-09,0,10.0,7.5
1799,Kundewadi,Niphad,2026-01-09,2026-01-09,0,10.0,7.5
1800,Kundewadi,Niphad,2026-01-09,2026-01-09,0,10.0,7.5
1801,Kurudgaon,Niphad,2026-05-09,2026-05-09,0,5.0,2.5
1802,Lalpadi,Niphad,2026-05-09,2026-05-09,0,5.0,2.5
1803,Lasalgaon,Niphad,2026-05-09,2026-05-09,0,5.0,2.8
1804,Lonwadee,Niphad,2026-05-09,2026-05-09,0,5.0,2.5
1805,Mahajanpur,Niphad,2026-05-09,2026-05-09,0,5.0,2.5
1806,Mahalsakore,Niphad,2026-05-09,2026-05-09,0,5.0,2.5
1807,Manjargaon,Niphad,2026-05-09,2026-05-09,0,5.0,2.5
1808,Maralgoi Bk,Niphad,2026-05-09,2026-05-09,0,5.0,2.5
