panchayat_id,lgd_code,panchayat_name,block_name,district_name,panchayat_latitude,panchayat_longitude,elevation_m,date,forecast_issue_date,block_forecast_rainfall_mm,station_id,station_latitude,station_longitude,station_distance_km,actual_rainfall_mm
1962,183644,Deshwandi,Sinnar,Nashik,19.8412,74.2422,588,2026-04-09,2026-04-09,10.0,Sinnar AWS,19.84,73.98,27.42,8.6
1963,183645,Dharangaon,Sinnar,Nashik,19.8276,74.2615,585,2026-04-09,2026-04-09,10.0,Sinnar AWS,19.84,73.98,29.48,8.6
1964,183646,Dhondbar,Sinnar,Nashik,19.7595,73.8773,655,2026-04-09,2026-04-09,10.0,Sinnar AWS,19.84,73.98,13.98,8.6
1965,183647,Dhondvirnagar,Sinnar,Nashik,19.8181,74.1132,605,2026-04-09,2026-04-09,10.0,Sinnar AWS,19.84,73.98,14.14,8.6
1966,183648,Dhulwad,Sinnar,Nashik,19.7209,74.0141,625,2026-04-09,2026-04-09,10.0,Sinnar AWS,19.84,73.98,13.72,8.6
1967,183649,Dodi Bk.,Sinnar,Nashik,19.7531,74.1211,612,2026-04-09,2026-04-09,10.0,Sinnar AWS,19.84,73.98,17.64,8.6
1968,183650,Dodi Kh.,Sinnar,Nashik,19.7541,74.1242,612,2026-04-09,2026-04-09,10.0,Sinnar AWS,19.84,73.98,17.86,8.6
1969,183651,Dubere,Sinnar,Nashik,19.7813,73.9747,630,2026-04-09,2026-04-09,10.0,Sinnar AWS,19.84,73.98,6.55,8.6
1970,237294,Duberewadi (Krushnanagar),Sinnar,Nashik,19.7812,73.9621,635,2026-04-09,2026-04-09,10.0,Sinnar AWS,19.84,73.98,6.8,8.6
1971,183652,Dusingpur,Sinnar,Nashik,19.8412,73.9621,625,2026-04-09,2026-04-09,10.0,Sinnar AWS,19.84,73.98,1.88,8.6
1972,183701,Fulenagar,Sinnar,Nashik,19.8134,74.0531,612,2026-04-09,2026-04-09,10.0,Sinnar AWS,19.84,73.98,8.2,8.6
1973,183653,Ghorwad,Sinnar,Nashik,19.8414,74.1658,592,2026-04-09,2026-04-09,10.0,Sinnar AWS,19.84,73.98,19.43,8.6
1974,237292,Ghotewadi,Sinnar,Nashik,19.8211,74.3121,580,2026-04-09,2026-04-09,10.0,Sinnar AWS,19.84,73.98,34.8,8.6
1975,183654,Gonde,Sinnar,Nashik,19.8342,74.1921,590,2026-04-09,2026-04-09,10.0,Sinnar AWS,19.84,73.98,22.19,8.6
1976,183655,Gulwanchi,Sinnar,Nashik,19.8811,74.0842,600,2026-04-09,2026-04-09,10.0,Sinnar AWS,19.84,73.98,11.82,8.6
1977,183656,Harsule,Sinnar,Nashik,19.8321,73.9431,635,2026-04-09,2026-04-09,10.0,Sinnar AWS,19.84,73.98,3.96,8.6
1978,183657,Hivare,Sinnar,Nashik,19.8412,74.3021,580,2026-04-09,2026-04-09,10.0,Sinnar AWS,19.84,73.98,33.69,8.6
1979,183658,Hivargaon,Sinnar,Nashik,19.8648,74.112,605,2026-04-09,2026-04-09,10.0,Sinnar AWS,19.84,73.98,14.08,8.6
1980,183659,Jamgaon,Sinnar,Nashik,19.8521,74.2412,588,2026-04-09,2026-04-09,10.0,Sinnar AWS,19.84,73.98,27.35,8.6
1981,237297,Jaygaon,Sinnar,Nashik,19.8663,74.2731,585,2026-04-09,2026-04-09,10.0,Sinnar AWS,19.84,73.98,30.79,8.6
1982,183660,Jogaltembhi,Sinnar,Nashik,19.816,74.0739,605,2026-04-09,2026-04-09,10.0,Sinnar AWS,19.84,73.98,10.18,8.6
1983,183662,Kankori,Sinnar,Nashik,19.7566,74.1743,608,2026-04-09,2026-04-09,10.0,Sinnar AWS,19.84,73.98,22.34,8.6
1984,183663,Karwadi,Sinnar,Nashik,19.8111,74.0812,602,2026-04-09,2026-04-09,10.0,Sinnar AWS,19.84,73.98,11.06,8.6
1985,183664,Kasarwadi,Sinnar,Nashik,19.8415,74.0302,612,2026-04-09,2026-04-09,10.0,Sinnar AWS,19.84,73.98,5.25,8.6
1986,183661,Ke. Pa. Nagar,Sinnar,Nashik,19.8385,74.1158,602,2026-04-09,2026-04-09,10.0,Sinnar AWS,19.84,73.98,14.21,8.6
1987,183665,Khadangali,Sinnar,Nashik,19.8612,74.1611,595,2026-04-09,2026-04-09,10.0,Sinnar AWS,19.84,73.98,19.09,8.6
1988,183666,Khambale,Sinnar,Nashik,19.9548,73.9521,622,2026-04-09,2026-04-09,10.0,Sinnar AWS,19.84,73.98,13.09,8.6
1989,183667,Khopadi Kh.,Sinnar,Nashik,19.8112,74.0431,612,2026-04-09,2026-04-09,10.0,Sinnar AWS,19.84,73.98,7.34,8.6
1990,183668,Kirtangali,Sinnar,Nashik,19.8531,74.3211,578,2026-04-09,2026-04-09,10.0,Sinnar AWS,19.84,73.98,35.71,8.6
1991,183669,Kolgaonmal,Sinnar,Nashik,19.8421,74.0111,615,2026-04-09,2026-04-09,10.0,Sinnar AWS,19.84,73.98,3.26,8.6
1992,183670,Komalwadi,Sinnar,Nashik,19.8811,73.9721,628,2026-04-09,2026-04-09,10.0,Sinnar AWS,19.84,73.98,4.64,8.6
1993,183671,Konambe,Sinnar,Nashik,19.778,73.9185,645,2026-04-09,2026-04-09,10.0,Sinnar AWS,19.84,73.98,9.43,8.6
1994,183672,Kundewadi,Sinnar,Nashik,19.8412,74.1131,598,2026-04-09,2026-04-09,10.0,Sinnar AWS,19.84,73.98,13.92,8.6
1995,183673,Maldhon,Sinnar,Nashik,19.8321,74.1431,592,2026-04-09,2026-04-09,10.0,Sinnar AWS,19.84,73.98,17.08,8.6
1996,183674,Malegaon,Sinnar,Nashik,19.8718,73.9767,622,2026-04-09,2026-04-09,10.0,Sinnar AWS,19.84,73.98,3.55,8.6
1997,183675,Manegaon,Sinnar,Nashik,19.8461,74.0753,605,2026-04-09,2026-04-09,10.0,Sinnar AWS,19.84,73.98,9.99,8.6
1998,183676,Manori,Sinnar,Nashik,19.8821,74.0321,612,2026-04-09,2026-04-09,10.0,Sinnar AWS,19.84,73.98,7.18,8.6
1999,183677,Marhal Bk.,Sinnar,Nashik,19.7352,74.1494,615,2026-04-09,2026-04-09,10.0,Sinnar AWS,19.84,73.98,21.21,8.6
2000,183678,Marhal Kh.,Sinnar,Nashik,19.7352,74.1494,615,2026-04-09,2026-04-09,10.0,Sinnar AWS,19.84,73.98,21.21,8.6
2001,183679,Mendhi,Sinnar,Nashik,19.8111,74.2842,605,2026-05-09,2026-05-09,5.0,Sinnar AWS,19.84,73.98,31.98,4.2
2002,183680,Mirgaon,Sinnar,Nashik,19.8311,74.1142,612,2026-05-09,2026-05-09,5.0,Sinnar AWS,19.84,73.98,14.07,4.2
2003,183681,Mithsagare,Sinnar,Nashik,19.8449,74.0946,615,2026-05-09,2026-05-09,5.0,Sinnar AWS,19.84,73.98,12.0,4.2
2004,183682,Mohu,Sinnar,Nashik,19.8611,74.1422,610,2026-05-09,2026-05-09,5.0,Sinnar AWS,19.84,73.98,17.13,4.2
2005,183683,Musalgaon,Sinnar,Nashik,19.8347,74.0536,618,2026-05-09,2026-05-09,5.0,Sinnar AWS,19.84,73.98,7.72,4.2
2006,183684,Naigaon,Sinnar,Nashik,19.8421,74.1411,612,2026-05-09,2026-05-09,5.0,Sinnar AWS,19.84,73.98,16.85,4.2
2007,183685,Nalwadi,Sinnar,Nashik,19.8541,74.1611,608,2026-05-09,2026-05-09,5.0,Sinnar AWS,19.84,73.98,19.01,4.2
2008,183686,Nandur Shingote,Sinnar,Nashik,19.721,74.1351,620,2026-05-09,2026-05-09,5.0,Sinnar AWS,19.84,73.98,20.94,4.2
2009,183687,Nimgaon (Deopur),Sinnar,Nashik,19.8411,74.2142,602,2026-05-09,2026-05-09,5.0,Sinnar AWS,19.84,73.98,24.5,4.2
2010,183688,Nimgaon (Sinnar),Sinnar,Nashik,19.8973,74.1623,615,2026-05-09,2026-05-09,5.0,Sinnar AWS,19.84,73.98,20.1,4.2
2011,183689,Nirhale Fattepur,Sinnar,Nashik,19.8511,74.2321,605,2026-05-09,2026-05-09,5.0,Sinnar AWS,19.84,73.98,26.4,4.2
2012,183690,Padali,Sinnar,Nashik,19.7015,73.9585,625,2026-05-09,2026-05-09,5.0,Sinnar AWS,19.84,73.98,15.56,4.2
2013,183691,Panchale,Sinnar,Nashik,19.876,74.2162,600,2026-05-09,2026-05-09,5.0,Sinnar AWS,19.84,73.98,25.02,4.2
2014,183692,Pandhurli,Sinnar,Nashik,19.83,73.8549,635,2026-05-09,2026-05-09,5.0,Sinnar AWS,19.84,73.98,13.13,4.2
2015,183693,Pangari Bk.,Sinnar,Nashik,19.8432,74.1521,612,2026-05-09,2026-05-09,5.0,Sinnar AWS,19.84,73.98,18.0,4.2
2016,183694,Pangari Kh.,Sinnar,Nashik,19.8212,74.2337,605,2026-05-09,2026-05-09,5.0,Sinnar AWS,19.84,73.98,26.62,4.2
2017,183695,Paste,Sinnar,Nashik,19.8161,74.009,615,2026-05-09,2026-05-09,5.0,Sinnar AWS,19.84,73.98,4.03,4.2
2018,183696,Pathare Bk.,Sinnar,Nashik,19.8481,73.9426,622,2026-05-09,2026-05-09,5.0,Sinnar AWS,19.84,73.98,4.01,4.2
2019,183697,Pathare Kh.,Sinnar,Nashik,19.8121,74.0132,618,2026-05-09,2026-05-09,5.0,Sinnar AWS,19.84,73.98,4.66,4.2
2020,183698,Patole,Sinnar,Nashik,19.8231,74.0241,615,2026-05-09,2026-05-09,5.0,Sinnar AWS,19.84,73.98,4.98,4.2
2021,183699,Patpimpri,Sinnar,Nashik,19.9206,74.0539,595,2026-05-09,2026-05-09,5.0,Sinnar AWS,19.84,73.98,11.83,4.2
2022,183700,Phardapur,Sinnar,Nashik,19.8111,74.2011,605,2026-05-09,2026-05-09,5.0,Sinnar AWS,19.84,73.98,23.35,4.2
2023,183702,Pimpale,Sinnar,Nashik,19.705,74.0044,635,2026-05-09,2026-05-09,5.0,Sinnar AWS,19.84,73.98,15.23,4.2
2024,183703,Pimpalgaon,Sinnar,Nashik,19.8412,74.1011,612,2026-05-09,2026-05-09,5.0,Sinnar AWS,19.84,73.98,12.67,4.2
2025,183704,Pimparwadi,Sinnar,Nashik,19.8411,74.1011,612,2026-05-09,2026-05-09,5.0,Sinnar AWS,19.84,73.98,12.67,4.2
2026,183705,Ramnagar,Sinnar,Nashik,19.8111,74.2811,605,2026-05-09,2026-05-09,5.0,Sinnar AWS,19.84,73.98,31.66,4.2
2027,237295,Rampur,Sinnar,Nashik,19.8012,74.2811,605,2026-05-09,2026-05-09,5.0,Sinnar AWS,19.84,73.98,31.79,4.2
2028,183706,Sangavi,Sinnar,Nashik,19.872,73.9447,625,2026-05-09,2026-05-09,5.0,Sinnar AWS,19.84,73.98,5.13,4.2
2029,183707,Saradwadi,Sinnar,Nashik,19.8011,74.0521,612,2026-05-09,2026-05-09,5.0,Sinnar AWS,19.84,73.98,8.69,4.2
2030,183708,Savatamali Nagar,Sinnar,Nashik,19.8911,74.2142,598,2026-05-09,2026-05-09,5.0,Sinnar AWS,19.84,73.98,25.14,4.2
2031,183709,Sayale,Sinnar,Nashik,19.8112,74.1142,610,2026-05-09,2026-05-09,5.0,Sinnar AWS,19.84,73.98,14.4,4.2
2032,183710,Shaha,Sinnar,Nashik,19.8042,74.1358,605,2026-05-09,2026-05-09,5.0,Sinnar AWS,19.84,73.98,16.78,4.2
2033,237296,Shastrinagar,Sinnar,Nashik,19.8042,74.1358,605,2026-05-09,2026-05-09,5.0,Sinnar AWS,19.84,73.98,16.78,4.2
2034,183711,Shivade,Sinnar,Nashik,19.7988,73.8808,645,2026-05-09,2026-05-09,5.0,Sinnar AWS,19.84,73.98,11.34,4.2
2035,183712,Shivaji Nagar (Dapur),Sinnar,Nashik,19.7241,74.0811,612,2026-05-09,2026-05-09,5.0,Sinnar AWS,19.84,73.98,16.67,4.2
2036,237293,Shivajinagar (Kahandalwadi),Sinnar,Nashik,19.8431,74.0811,602,2026-05-09,2026-05-09,5.0,Sinnar AWS,19.84,73.98,10.58,4.2
2037,183713,Shrirampur (Shindewadi),Sinnar,Nashik,19.8811,74.3121,585,2026-05-09,2026-05-09,5.0,Sinnar AWS,19.84,73.98,35.03,4.2
2038,183714,Somthane,Sinnar,Nashik,19.9549,74.2258,590,2026-05-09,2026-05-09,5.0,Sinnar AWS,19.84,73.98,28.7,4.2
2039,183716,Sonambe,Sinnar,Nashik,19.8541,74.2521,592,2026-05-09,2026-05-09,5.0,Sinnar AWS,19.84,73.98,28.5,4.2
2040,183717,Sonari,Sinnar,Nashik,19.8976,74.7498,570,2026-05-09,2026-05-09,5.0,Sinnar AWS,19.84,73.98,80.76,4.2
2041,183718,Sonewadi,Sinnar,Nashik,19.8711,74.1611,605,2026-05-09,2026-05-09,5.0,Sinnar AWS,19.84,73.98,19.25,4.2
2042,183715,Songiri,Sinnar,Nashik,19.8521,74.3311,580,2026-05-09,2026-05-09,5.0,Sinnar AWS,19.84,73.98,36.75,4.2
2043,183719,Sulewadi,Sinnar,Nashik,19.8112,74.3121,585,2026-05-09,2026-05-09,5.0,Sinnar AWS,19.84,73.98,34.89,4.2
2044,183720,Suregaon,Sinnar,Nashik,19.8611,74.0242,612,2026-05-09,2026-05-09,5.0,Sinnar AWS,19.84,73.98,5.18,4.2
2045,183721,Thangaon,Sinnar,Nashik,19.6949,73.9337,648,2026-05-09,2026-05-09,5.0,Sinnar AWS,19.84,73.98,16.85,4.2
2046,183722,Ujjani,Sinnar,Nashik,19.8234,74.1396,605,2026-05-09,2026-05-09,5.0,Sinnar AWS,19.84,73.98,16.8,4.2
2047,183724,Vadangali,Sinnar,Nashik,19.9343,74.1556,590,2026-05-09,2026-05-09,5.0,Sinnar AWS,19.84,73.98,21.14,4.2
2048,183726,Vadgaon (Pingala),Sinnar,Nashik,19.8555,73.9688,628,2026-05-09,2026-05-09,5.0,Sinnar AWS,19.84,73.98,2.08,4.2
2049,183727,Vadgaon (Sinnar),Sinnar,Nashik,19.8231,74.1141,612,2026-05-09,2026-05-09,5.0,Sinnar AWS,19.84,73.98,14.15,4.2
2050,183725,Vadzire,Sinnar,Nashik,19.8012,74.2211,605,2026-05-09,2026-05-09,5.0,Sinnar AWS,19.84,73.98,25.59,4.2
2051,183728,Varegaon,Sinnar,Nashik,19.8431,74.2842,598,2026-05-09,2026-05-09,5.0,Sinnar AWS,19.84,73.98,31.82,4.2
2052,183723,Vinchur Dalavi,Sinnar,Nashik,19.8541,74.1841,605,2026-05-09,2026-05-09,5.0,Sinnar AWS,19.84,73.98,21.4,4.2
2053,183729,Wavi,Sinnar,Nashik,19.8034,74.249,600,2026-05-09,2026-05-09,5.0,Sinnar AWS,19.84,73.98,28.43,4.2
2054,183730,Alangun,Surgana,Nashik,20.4541,73.5822,612,2026-05-09,2026-05-09,15.0,Surgana AWS,20.47,73.61,3.39,12.8
2055,183731,Ambatha,Surgana,Nashik,20.4811,73.5411,645,2026-05-09,2026-05-09,15.0,Surgana AWS,20.47,73.61,7.28,12.8
2056,183732,Ambode,Surgana,Nashik,20.5122,73.5511,635,2026-05-09,2026-05-09,15.0,Surgana AWS,20.47,73.61,7.72,12.8
2057,183735,Barhe,Surgana,Nashik,20.4344,73.5236,670,2026-05-09,2026-05-09,15.0,Surgana AWS,20.47,73.61,9.83,12.8
2058,183733,Bedase,Surgana,Nashik,20.4411,73.5242,665,2026-05-09,2026-05-09,15.0,Surgana AWS,20.47,73.61,9.5,12.8
2059,183734,Bhadar,Surgana,Nashik,20.3511,73.5522,690,2026-05-09,2026-05-09,15.0,Surgana AWS,20.47,73.61,14.53,12.8
2060,183737,Bhavandagad,Surgana,Nashik,20.5811,73.5919,625,2026-05-09,2026-05-09,15.0,Surgana AWS,20.47,73.61,12.5,12.8
2061,183736,Bhawade,Surgana,Nashik,20.5144,73.5499,638,2026-05-09,2026-05-09,15.0,Surgana AWS,20.47,73.61,7.97,12.8
2062,183738,Bhormal,Surgana,Nashik,20.5144,73.5499,638,2026-05-09,2026-05-09,15.0,Surgana AWS,20.47,73.61,7.97,12.8
2063,183739,Biwal,Surgana,Nashik,20.3811,73.4922,710,2026-05-09,2026-05-09,15.0,Surgana AWS,20.47,73.61,15.76,12.8
2064,183740,Borgaon,Surgana,Nashik,20.5084,73.7534,580,2026-05-09,2026-05-09,15.0,Surgana AWS,20.47,73.61,15.53,12.8
2065,183741,Bubali,Surgana,Nashik,20.4511,73.5822,612,2026-05-09,2026-05-09,15.0,Surgana AWS,20.47,73.61,3.58,12.8
2066,183742,Chikadi,Surgana,Nashik,20.5122,73.5111,655,2026-05-09,2026-05-09,15.0,Surgana AWS,20.47,73.61,11.32,12.8
2067,183743,Chinchpada,Surgana,Nashik,20.4411,73.5242,670,2026-05-09,2026-05-09,15.0,Surgana AWS,20.47,73.61,9.5,12.8
2068,183744,Dangrale,Surgana,Nashik,20.4511,73.5822,612,2026-05-09,2026-05-09,15.0,Surgana AWS,20.47,73.61,3.58,12.8
2069,183745,Dolhare,Surgana,Nashik,20.4811,73.5411,645,2026-05-09,2026-05-09,15.0,Surgana AWS,20.47,73.61,7.28,12.8
2070,183746,Ghodambe,Surgana,Nashik,20.5122,73.5511,635,2026-05-09,2026-05-09,15.0,Surgana AWS,20.47,73.61,7.72,12.8
2071,183747,Gondune,Surgana,Nashik,20.4111,73.5242,680,2026-05-09,2026-05-09,15.0,Surgana AWS,20.47,73.61,11.08,12.8
2072,272879,Harantekdi,Surgana,Nashik,20.5142,73.5821,615,2026-05-09,2026-05-09,15.0,Surgana AWS,20.47,73.61,5.71,12.8
2073,183748,Haste,Surgana,Nashik,20.4111,73.5242,680,2026-05-09,2026-05-09,15.0,Surgana AWS,20.47,73.61,11.08,12.8
2074,183749,Hatgad,Surgana,Nashik,20.5391,73.757,560,2026-05-09,2026-05-09,15.0,Surgana AWS,20.47,73.61,17.13,12.8
2075,183750,Hatrundi,Surgana,Nashik,20.4511,73.5822,612,2026-05-09,2026-05-09,15.0,Surgana AWS,20.47,73.61,3.58,12.8
2076,183751,Hatti,Surgana,Nashik,20.4811,73.5411,645,2026-05-09,2026-05-09,15.0,Surgana AWS,20.47,73.61,7.28,12.8
2077,183752,Hemadpada,Surgana,Nashik,20.5122,73.5511,635,2026-05-09,2026-05-09,15.0,Surgana AWS,20.47,73.61,7.72,12.8
2078,183753,Jahule,Surgana,Nashik,20.4411,73.5111,690,2026-05-09,2026-05-09,15.0,Surgana AWS,20.47,73.61,10.79,12.8
2079,183754,Kalamne,Surgana,Nashik,20.5411,73.5411,625,2026-05-09,2026-05-09,15.0,Surgana AWS,20.47,73.61,10.68,12.8
2080,183755,Karanjul Su,Surgana,Nashik,20.4111,73.5111,710,2026-05-09,2026-05-09,15.0,Surgana AWS,20.47,73.61,12.21,12.8
2081,183756,Kathipada,Surgana,Nashik,20.5122,73.5411,635,2026-05-09,2026-05-09,15.0,Surgana AWS,20.47,73.61,8.57,12.8
2082,183757,Khirdi,Surgana,Nashik,20.3785,73.424,720,2026-05-09,2026-05-09,15.0,Surgana AWS,20.47,73.61,21.89,12.8
2083,183758,Khobalama,Surgana,Nashik,20.4111,73.5222,680,2026-05-09,2026-05-09,15.0,Surgana AWS,20.47,73.61,11.25,12.8
2084,183759,Khokari,Surgana,Nashik,20.4811,73.5411,645,2026-05-09,2026-05-09,15.0,Surgana AWS,20.47,73.61,7.28,12.8
2085,183760,Khuntvihir,Surgana,Nashik,20.5122,73.5144,650,2026-05-09,2026-05-09,15.0,Surgana AWS,20.47,73.61,11.01,12.8
2086,183761,Kothula,Surgana,Nashik,20.5122,73.5522,635,2026-05-09,2026-05-09,15.0,Surgana AWS,20.47,73.61,7.63,12.8
2087,183763,Kukudmundha,Surgana,Nashik,20.5211,73.5111,660,2026-05-09,2026-05-09,15.0,Surgana AWS,20.47,73.61,11.76,12.8
2088,183762,Kukudne,Surgana,Nashik,20.6541,73.4459,612,2026-05-09,2026-05-09,15.0,Surgana AWS,20.47,73.61,26.66,12.8
2089,272335,Ladgaon,Surgana,Nashik,20.5511,73.5422,620,2026-05-09,2026-05-09,15.0,Surgana AWS,20.47,73.61,11.45,12.8
2090,183765,Malegaon,Surgana,Nashik,20.5111,73.6111,605,2026-05-09,2026-05-09,15.0,Surgana AWS,20.47,73.61,4.57,12.8
2091,183766,Malgawhan,Surgana,Nashik,20.4411,73.5111,690,2026-05-09,2026-05-09,15.0,Surgana AWS,20.47,73.61,10.79,12.8
2092,183767,Mandha,Surgana,Nashik,20.5811,73.5842,625,2026-05-09,2026-05-09,15.0,Surgana AWS,20.47,73.61,12.64,12.8
2093,183768,Mangadhe,Surgana,Nashik,20.5838,73.5038,618,2026-05-09,2026-05-09,15.0,Surgana AWS,20.47,73.61,16.81,12.8
2094,183769,Mani,Surgana,Nashik,20.4991,73.6056,612,2026-05-09,2026-05-09,15.0,Surgana AWS,20.47,73.61,3.27,12.8
2095,183770,Mankhed,Surgana,Nashik,20.4362,73.5964,655,2026-05-09,2026-05-09,15.0,Surgana AWS,20.47,73.61,4.02,12.8
2096,183764,Mhaishadak,Surgana,Nashik,20.5264,73.5681,622,2026-05-09,2026-05-09,15.0,Surgana AWS,20.47,73.61,7.64,12.8
2097,272878,Mohpada,Surgana,Nashik,20.3042,73.5407,745,2026-05-09,2026-05-09,15.0,Peth AWS,20.25,73.5,7.37,8.5
2098,183771,Nagshevadi,Surgana,Nashik,20.4111,73.4922,710,2026-05-09,2026-05-09,15.0,Surgana AWS,20.47,73.61,13.91,12.8
2099,183772,Palsan,Surgana,Nashik,20.5016,73.5393,645,2026-05-09,2026-05-09,15.0,Surgana AWS,20.47,73.61,8.16,12.8
2100,183773,Pohali,Surgana,Nashik,20.4411,73.5411,665,2026-05-09,2026-05-09,15.0,Surgana AWS,20.47,73.61,7.86,12.8
2101,183774,Pratapgad,Surgana,Nashik,20.4811,73.5642,605,2026-05-09,2026-05-09,10.0,Surgana AWS,20.47,73.61,4.93,12.0
2102,183775,Ragatvihir,Surgana,Nashik,20.3541,73.5012,680,2026-05-09,2026-05-09,10.0,Surgana AWS,20.47,73.61,17.17,12.0
2103,183776,Rahude,Surgana,Nashik,20.3212,73.4854,695,2026-05-09,2026-05-09,10.0,Surgana AWS,20.47,73.61,21.03,12.0
2104,183777,Rasha,Surgana,Nashik,20.3811,73.5122,685,2026-05-09,2026-05-09,10.0,Surgana AWS,20.47,73.61,14.2,12.0
2105,183778,Rokadpada,Surgana,Nashik,20.4122,73.5411,670,2026-05-09,2026-05-09,10.0,Surgana AWS,20.47,73.61,9.64,12.0
2106,183779,Rongane,Surgana,Nashik,20.3755,73.5388,682,2026-05-09,2026-05-09,10.0,Surgana AWS,20.47,73.61,12.86,12.0
2107,183780,Sajole,Surgana,Nashik,20.3822,73.5451,675,2026-05-09,2026-05-09,10.0,Surgana AWS,20.47,73.61,11.88,12.0
2108,183781,Sarad,Surgana,Nashik,20.4011,73.5122,690,2026-05-09,2026-05-09,10.0,Surgana AWS,20.47,73.61,12.75,12.0
2109,183782,Shinde,Surgana,Nashik,20.4411,73.5522,665,2026-05-09,2026-05-09,10.0,Surgana AWS,20.47,73.61,6.83,12.0
2110,183784,Thangaon,Surgana,Nashik,20.4022,73.5042,695,2026-05-09,2026-05-09,10.0,Surgana AWS,20.47,73.61,13.36,12.0
2111,183785,Umberpada(D),Surgana,Nashik,20.4511,73.5222,660,2026-05-09,2026-05-09,10.0,Surgana AWS,20.47,73.61,9.39,12.0
2112,183786,Umberthan,Surgana,Nashik,20.5122,73.5411,640,2026-05-09,2026-05-09,10.0,Surgana AWS,20.47,73.61,8.57,12.0
2113,272752,Vaghdhond,Surgana,Nashik,20.4511,73.5522,655,2026-05-09,2026-05-09,10.0,Surgana AWS,20.47,73.61,6.38,12.0
2114,183787,Varambhe,Trimbak,Nashik,20.4111,73.5111,685,2026-05-09,2026-05-09,15.0,Trimbakeshwar AWS,19.93,73.53,53.53,18.5
2115,183788,Alwand,Trimbak,Nashik,20.0111,73.4522,615,2026-05-09,2026-05-09,15.0,Trimbakeshwar AWS,19.93,73.53,12.14,18.5
2116,183789,Ambai,Trimbak,Nashik,19.9733,73.4719,630,2026-05-09,2026-05-09,15.0,Trimbakeshwar AWS,19.93,73.53,7.75,18.5
2117,183790,Amboli,Trimbak,Nashik,19.8865,73.65,590,2026-05-09,2026-05-09,15.0,Trimbakeshwar AWS,19.93,73.53,13.45,18.5
2118,183791,Anjaneri,Trimbak,Nashik,19.946,73.5868,670,2026-05-09,2026-05-09,15.0,Trimbakeshwar AWS,19.93,73.53,6.2,18.5
2119,183792,Aswalihirsha,Trimbak,Nashik,19.9211,73.4822,650,2026-05-09,2026-05-09,15.0,Trimbakeshwar AWS,19.93,73.53,5.09,18.5
2120,183793,Avhate,Trimbak,Nashik,19.9822,73.5122,645,2026-05-09,2026-05-09,15.0,Trimbakeshwar AWS,19.93,73.53,6.1,18.5
2121,183794,Bafanvihir,Trimbak,Nashik,19.9111,73.4811,640,2026-05-09,2026-05-09,15.0,Trimbakeshwar AWS,19.93,73.53,5.53,18.5
2122,183798,Bbhootmokhada,Trimbak,Nashik,19.8911,73.5122,625,2026-05-09,2026-05-09,15.0,Trimbakeshwar AWS,19.93,73.53,4.71,18.5
2123,183795,Berval,Trimbak,Nashik,19.9211,73.4411,612,2026-05-09,2026-05-09,15.0,Trimbakeshwar AWS,19.93,73.53,9.35,18.5
2124,183796,Beze,Trimbak,Nashik,19.9411,73.5122,620,2026-05-09,2026-05-09,15.0,Trimbakeshwar AWS,19.93,73.53,2.23,18.5
2125,183797,Bhagohol,Trimbak,Nashik,19.9511,73.4211,605,2026-05-09,2026-05-09,15.0,Trimbakeshwar AWS,19.93,73.53,11.62,18.5
2126,183799,Bramhanwade,Trimbak,Nashik,19.9811,73.4511,645,2026-04-09,2026-04-09,18.0,Trimbakeshwar AWS,19.93,73.53,10.01,22.0
2127,183800,Chinchohol,Trimbak,Nashik,19.9522,73.4811,655,2026-04-09,2026-04-09,18.0,Trimbakeshwar AWS,19.93,73.53,5.68,22.0
2128,183801,Chinchvad,Trimbak,Nashik,19.9411,73.4711,630,2026-04-09,2026-04-09,18.0,Trimbakeshwar AWS,19.93,73.53,6.28,22.0
2129,183802,Dalpatpur,Trimbak,Nashik,19.9311,73.4511,640,2026-04-09,2026-04-09,18.0,Trimbakeshwar AWS,19.93,73.53,8.25,22.0
2130,183803,Deodongra,Trimbak,Nashik,19.9511,73.4111,618,2026-04-09,2026-04-09,18.0,Trimbakeshwar AWS,19.93,73.53,12.65,22.0
2131,183806,Deodongri,Trimbak,Nashik,19.9611,73.4211,612,2026-04-09,2026-04-09,18.0,Trimbakeshwar AWS,19.93,73.53,11.9,22.0
2132,183805,Deola,Trimbak,Nashik,19.9111,73.4511,635,2026-04-09,2026-04-09,18.0,Trimbakeshwar AWS,19.93,73.53,8.51,22.0
2133,183804,Devgaon,Trimbak,Nashik,19.8281,73.4598,665,2026-04-09,2026-04-09,18.0,Trimbakeshwar AWS,19.93,73.53,13.5,22.0
2134,183807,Dhumodi,Trimbak,Nashik,19.9122,73.4211,608,2026-04-09,2026-04-09,18.0,Trimbakeshwar AWS,19.93,73.53,11.56,22.0
2135,183808,Gadvadane,Trimbak,Nashik,19.9511,73.4011,612,2026-04-09,2026-04-09,18.0,Trimbakeshwar AWS,19.93,73.53,13.68,22.0
2136,183809,Ganeshgaon (W),Trimbak,Nashik,19.9222,73.5111,622,2026-04-09,2026-04-09,18.0,Trimbakeshwar AWS,19.93,73.53,2.16,22.0
2137,183810,Gavatha,Trimbak,Nashik,19.9811,73.4111,605,2026-04-09,2026-04-09,18.0,Trimbakeshwar AWS,19.93,73.53,13.66,22.0
